,0,1,2
0,604.2470703125,-506.9439697265625,42.86554718017578
1,603.496337890625,-508.94647216796875,42.6492805480957
2,489.00091552734375,-499.3387756347656,40.86554718017578
3,487.18597412109375,-499.8078308105469,40.017921447753906
4,491.03631591796875,-499.8908996582031,40.59721374511719
5,611.2368774414062,-511.48016357421875,15.656652450561523
6,607.5054321289062,-510.4134521484375,15.03844165802002
7,609.576416015625,-510.92047119140625,15.00000286102295
8,610.3560180664062,-509.1790466308594,15.00000286102295
9,510.97174072265625,-538.5020141601562,15.000000953674316
10,510.55596923828125,-536.9619140625,15.471590042114258
11,562.0,-502.1271057128906,42.80794906616211
12,562.0,-502.8937683105469,41.14968490600586
13,563.696533203125,-500.9519958496094,42.86554718017578
14,479.4519958496094,-538.7952880859375,15.0
15,479.7616882324219,-536.36181640625,17.114303588867188
16,480.3463439941406,-537.0879516601562,15.126107215881348
17,482.9444885253906,-541.3780517578125,15.0
18,483.5445556640625,-539.8192749023438,15.0
19,469.7266845703125,-504.4425964355469,40.86554718017578
20,469.67181396484375,-502.664306640625,40.86554718017578
21,471.65496826171875,-502.5336608886719,40.86554718017578
22,486.087646484375,-539.3321533203125,15.0
23,488.220458984375,-538.81396484375,15.0
24,486.9195861816406,-536.4977416992188,16.74224281311035
25,488.16632080078125,-536.9989013671875,15.369988441467285
26,480.81884765625,-505.45599365234375,40.86554718017578
27,479.3330078125,-506.4379577636719,40.86554718017578
28,480.93377685546875,-507.4020690917969,40.86554718017578
29,488.4643249511719,-541.0284423828125,9.599998474121094
30,486.87799072265625,-541.953369140625,9.599998474121094
31,484.86029052734375,-542.196044921875,10.424201965332031
32,487.91815185546875,-540.1184692382812,11.225744247436523
33,487.84539794921875,-510.3774108886719,34.43882751464844
34,489.810302734375,-510.4399719238281,33.699771881103516
35,483.5416259765625,-505.6750793457031,16.394350051879883
36,484.1887512207031,-507.6648864746094,16.571210861206055
37,485.230712890625,-544.49267578125,9.599998474121094
38,486.0744323730469,-546.0184936523438,9.599998474121094
39,484.126220703125,-546.1161499023438,10.335309028625488
40,460.2397155761719,-529.74365234375,28.47179412841797
41,458.430908203125,-528.8308715820312,28.810895919799805
42,578.9591674804688,-549.6809692382812,15.000001907348633
43,576.9556884765625,-549.2674560546875,15.000001907348633
44,575.0382080078125,-549.75927734375,15.000001907348633
45,576.5615844726562,-551.1190795898438,15.000001907348633
46,578.5028076171875,-552.045166015625,15.00000286102295
47,496.9173583984375,-520.664306640625,1.8543256601333269e-06
48,496.8701171875,-518.5367431640625,1.9073486328125e-06
49,516.29833984375,-508.7930908203125,1.9073486328125e-06
50,516.70751953125,-510.63812255859375,1.9073486328125e-06
51,517.26171875,-507.13092041015625,0.31200915575027466
52,564.3829956054688,-495.0,41.78946304321289
53,563.0157470703125,-497.99090576171875,42.86554718017578
54,564.442626953125,-496.6846618652344,42.86554718017578
55,574.3972778320312,-498.9562072753906,42.86554718017578
56,575.9014282226562,-497.8420104980469,42.86554718017578
57,573.702880859375,-499.508056640625,41.20348358154297
58,582.4545288085938,-495.0,41.16302490234375
59,582.1991577148438,-495.5130310058594,42.86554718017578
60,588.2218627929688,-509.7813720703125,42.86554718017578
61,590.4104614257812,-509.8101501464844,42.86554718017578
62,586.3171997070312,-509.14434814453125,42.86554718017578
63,540.265869140625,-497.4267578125,40.86554718017578
