,0,1,2
0,-94.61170959472656,-29.96010398864746,1.659761905670166
1,-95.86099243164062,-27.664932250976562,0.7783864140510559
2,-95.68505859375,-24.356918334960938,1.924859881401062
3,-93.87232208251953,-25.876296997070312,0.0
4,-92.46914672851562,-29.9999942779541,1.836198329925537
5,-92.14204406738281,-29.9999942779541,5.157560348510742
6,-95.66867065429688,-29.79303741455078,6.6624650955200195
7,-95.9999771118164,-28.493181228637695,9.028290748596191
8,-95.9999771118164,-27.862089157104492,5.346388816833496
9,-95.906005859375,-21.28799057006836,2.9327032566070557
10,-95.64073944091797,-20.96748924255371,0.3575144112110138
11,-92.87725067138672,-23.34787368774414,0.0
12,-90.43760681152344,-25.03329849243164,0.0
13,-90.41021728515625,-27.392372131347656,0.0
14,-90.09355926513672,-29.9999942779541,1.2465475797653198
15,-90.87921142578125,-29.9999942779541,7.126408576965332
16,-91.28731536865234,-29.9999942779541,9.760555267333984
17,-93.76673126220703,-29.9999942779541,10.146383285522461
18,-90.3685073852539,-29.9999942779541,13.604361534118652
19,-92.31246948242188,-29.778762817382812,14.268402099609375
20,-95.9999771118164,-28.7455997467041,12.620774269104004
21,-95.9999771118164,-25.452802658081055,7.263726711273193
22,-95.9999771118164,-21.628339767456055,5.302085876464844
23,-95.9999771118164,-17.91795539855957,4.929545879364014
24,-95.9999771118164,-16.92767333984375,2.4558629989624023
25,-93.110107421875,-17.911348342895508,0.0
26,-91.72702026367188,-21.272768020629883,0.0
27,-87.70946502685547,-23.185380935668945,0.0
28,-87.2011489868164,-25.96586036682129,0.0
29,-88.09651184082031,-28.866180419921875,0.11913328617811203
30,-81.37378692626953,-29.9999942779541,1.0203757286071777
31,-86.33185577392578,-29.9999942779541,2.7018532752990723
32,-88.09549713134766,-29.9999942779541,5.9369707107543945
33,-88.6843490600586,-29.9999942779541,9.587779998779297
34,-88.12333679199219,-29.9999942779541,12.050328254699707
35,-86.1391830444336,-29.86798667907715,13.704792022705078
36,-88.47686767578125,-28.49785614013672,14.991734504699707
37,-94.3592300415039,-27.502431869506836,14.999998092651367
38,-95.9999771118164,-26.039663314819336,11.939221382141113
39,-95.9999771118164,-24.05229949951172,9.540687561035156
40,-95.9999771118164,-21.35997772216797,8.036211013793945
41,-95.9999771118164,-19.98834800720215,10.065340995788574
42,-95.9999771118164,-17.574281692504883,9.94140625
43,-95.9999771118164,-18.63408851623535,7.603992462158203
44,-95.9999771118164,-15.982095718383789,6.76933479309082
45,-95.9999771118164,-15.03579330444336,4.013999938964844
46,-95.17431640625,-14.962182998657227,0.18886025249958038
